Identifiant,Nom_Etablissement,Numero_SIRET,Adresse,Code_Postal,Commune,Departement,Region,Coordonnees_X,Coordonnees_Y,Code_APE,Libelle_APE,code_eprtr,libelle_eprtr
059.01053,Site de PORT D' ATELIER - AMANCE,48855963400040,AMANCE,70160,AMANCE,HAUTE-SAONE,FRANCHE-COMTE,878613,2318094,2434Z,Tréfilage à froid,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
054.01139,ARCELORMITTAL SAINTE COLOMBE,31079202300064,BP90010,21400,SAINTE-COLOMBE-SUR-SEINE,COTE-D'OR,BOURGOGNE,764955,2321350,2434Z,Tréfilage à froid,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
057.01255,ARCELORMITTAL MANOIS,32868681100014,9 rue de la forge,52700,MANOIS,HAUTE-MARNE,CHAMPAGNE-ARDENNES,824687,2368475,2434Z,Tréfilage à froid,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
256.00021,UGITECH Imphy,41043615800035,"rue Jean JAURES, BP 33",58160,IMPHY,NIEVRE,BOURGOGNE,670450,2214849,2434Z,Tréfilage à froid,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
067.02893,VOCO SARL,50754300700029,rue des Tilleuls,68210,DANNEMARIE,HAUT-RHIN,ALSACE,959100,2303199,2434Z,Tréfilage à froid,,
067.00674,STAL,40225553300026,"7, rue René Moritz",67110,REICHSHOFFEN,BAS-RHIN,ALSACE,990301,2450300,2434Z,Tréfilage à froid,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
058.00294,SNTN,41122695400021,BP 16,27250,NEAUFLES-AUVERGNY,EURE,HAUTE-NORMANDIE,482751,2430756,2434Z,Tréfilage à froid,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
059.01430,LISI AUTOMOTIVE Former préparation matière,32262470100098,"1 rue du PArc
 ZI des Forges",90600,GRANDVILLARS,TERRITOIRE-DE-BELFORT,FRANCHE-COMTE,949047,2292324,2434Z,Tréfilage à froid,,
061.02033,UGITECH Bourg,41043615800118,3 à 7 Chemin de Majornas Zone CENORD,01009,BOURG-EN-BRESSE,AIN,RHONE-ALPES,823380,2137602,2434Z,Tréfilage à froid,,
100.00242,HYDRO ALUMINIUM EXTRUSION France,44859636100031,RUE MAURICE VIOLETTE,28112,LUCE,EURE-ET-LOIR,CENTRE,535637,2382749,2442Z,Métallurgie de l'aluminium,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
064.00002,ALUMINIUM PECHINEY-DECHARGE-,96951094000204,Quartier Bompertuis Vieux,13541,GARDANNE,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,853903,1832969,2442Z,Métallurgie de l'aluminium,,
064.00001,Aluminium Pechiney Usine de Gardanne,96951094000204,"Route de Biver
 B.P. 62",13541,GARDANNE,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,853903,1832969,2442Z,Métallurgie de l'aluminium,2.(e).(i),"destinées à la production de métaux bruts non ferreux à partir de minerais, de concentrés ou de matières premières secondaires par procédés métallurgiques, chimiques ou électrolytiques"
061.04410,POUDRES HERMILLON,41012095000044,"400, route des jardins",73300,HERMILLON,SAVOIE,RHONE-ALPES,915858,2041219,2442Z,Métallurgie de l'aluminium,,
061.02939,AMCOR FLEXIBLE FROGES,50962879800027,"453, bd de la République",38196,FROGES,ISERE,RHONE-ALPES,881495,2036892,2442Z,Métallurgie de l'aluminium,9.(c),"Installations destinées au traitement de surface de matières, d'objets ou de produits à l'aide de solvants organiques, notamment pour les opérations d'apprêt, d'impression, de revêtement, de dégraissage, d'imperméabilisation, de collage, de peinture, de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an"
061.02810,COPAL,33423871400011,489 Route de Marcollin,38270,BEAUREPAIRE,ISERE,RHONE-ALPES,812900,2041300,2442Z,Métallurgie de l'aluminium,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
058.00483,NOVELIS FOIL FRANCE,41487012100046,ZONE INDUSTRIELLE DU MOULIN A PAPIER,27250,RUGLES,EURE,HAUTE-NORMANDIE,480352,2426036,2442Z,Métallurgie de l'aluminium,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
056.00365,LUXFER GAS CYLINDERS,54207492700030,Rue de l'industrie BP 7,63360,GERZAT,PUY-DE-DOME,AUVERGNE,662577,2091585,2442Z,Métallurgie de l'aluminium,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
056.00075,SADILLEK SA,55211409200026,Bd Jean Moulin,03390,MONTMARAULT,ALLIER,AUVERGNE,647425,2146613,2442Z,Métallurgie de l'aluminium,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
054.01305,Constellium Extrusion France,35261064600015,"ROUTE DE TONNERRE
 BP65",89600,SAINT-FLORENTIN,YONNE,BOURGOGNE,703848,2334103,2442Z,Métallurgie de l'aluminium,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
051.02295,CONSTELLIUM EXTRUSION FRANCE,66203237400040,38 route de CHAUNY,80400,HAM,SOMME,PICARDIE,652785,2527494,2442Z,Métallurgie de l'aluminium,2.(e).(i),"destinées à la production de métaux bruts non ferreux à partir de minerais, de concentrés ou de matières premières secondaires par procédés métallurgiques, chimiques ou électrolytiques"
100.01306,LOIRET AFFINAGE,32426425800017,Les Stations RN7,45210,FONTENAY-SUR-LOING,LOIRET,CENTRE,632723,2345000,2442Z,Métallurgie de l'aluminium,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
100.00553,HYDRO ALUMINIUM EXTRUSION FRANCE,44859636100056,Site de CHATEAUROUX Avenue Pierre de Coubertin,36008,CHATEAUROUX,INDRE,CENTRE,551759,2201123,2442Z,Métallurgie de l'aluminium,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
100.00243,HYDRO ALUMINIUM EXTRUSION France,44859636100023,42 RUE DE BEAUCE,28110,LUCE,EURE-ET-LOIR,CENTRE,535637,2382749,2442Z,Métallurgie de l'aluminium,,
100.00241,HYDRO ALUMINIUM EXTRUSION SERVICE,34879931300013,42 rue de Beauce,28110,LUCE,EURE-ET-LOIR,CENTRE,535637,2382749,2442Z,Métallurgie de l'aluminium,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
070.00683,Aluminium Dunkerque,32197078200033,"PORT 8505
 BP 81 - ZIP Ouest",59279,LOON-PLAGE,NORD,NORD-PAS-DE-CALAIS,591663,2667539,2442Z,Métallurgie de l'aluminium,2.(e).(i),"destinées à la production de métaux bruts non ferreux à partir de minerais, de concentrés ou de matières premières secondaires par procédés métallurgiques, chimiques ou électrolytiques"
068.03826,SAPA PROFILES ALBI SNC,39216565000012,"BP 9
 ZA du Garric",81450,LE GARRIC,TARN,MIDI-PYRENEES,585704,1890248,2442Z,Métallurgie de l'aluminium,,
068.02510,TPTS,30784606300021,ZI prats,65260,PIERREFITTE-NESTALAS,HAUTES-PYRENEES,MIDI-PYRENEES,402901,1776004,2442Z,Métallurgie de l'aluminium,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
062.00226,AFFINAGE DE LORRAINE,35112834300016,"1, rue Jean Joseph LABBE",54730,GORCY,MEURTHE-ET-MOSELLE,LORRAINE,843099,2509075,2442Z,Métallurgie de l'aluminium,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
056.00372,CONSTELLIUM FRANCE,67201408100158,ZI LES Listes - BP 42,63502,ISSOIRE,PUY-DE-DOME,AUVERGNE,671081,2060886,2442Z,Métallurgie de l'aluminium,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
054.01096,SOFTAL PECHINEY,66203237400032,"ZI 1, voie Gustave Eiffel",21702,NUITS-SAINT-GEORGES,COTE-D'OR,BOURGOGNE,798168,2240859,2442Z,Métallurgie de l'aluminium,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
051.01072,REGEAL,49340138400026,Avenue du Vermandois BP 80419,60204,COMPIEGNE,OISE,PICARDIE,635563,2491148,2442Z,Métallurgie de l'aluminium,2.(e).(i),"destinées à la production de métaux bruts non ferreux à partir de minerais, de concentrés ou de matières premières secondaires par procédés métallurgiques, chimiques ou électrolytiques"
068.07581,HYDRO BUILDING SYSTEMS (Laquage),45122129500012,270 rue Léon Joulin BP 1209,31037,TOULOUSE,HAUTE-GARONNE,MIDI-PYRENEES,528400,1844661,2442Z,Métallurgie de l'aluminium,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
068.02357,Hydro Aluminium Toulouse,54208964400232,270 rue Léon Joulin BP 1209,31037,TOULOUSE,HAUTE-GARONNE,MIDI-PYRENEES,528400,1844661,2442Z,Métallurgie de l'aluminium,,
067.00469,CONSTELLIUM FRANCE (Usine de Neuf-Brisach),67201408100133,ZIP Rhénane Nord - RD 52,68600,BIESHEIM,HAUT-RHIN,ALSACE,987676,2350778,2442Z,Métallurgie de l'aluminium,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
063.01295,CONSTELLIUM AVIATUBE,71203270500055,6 rue Pierre et Marie Curie,49460,MONTREUIL-JUIGNE,MAINE-ET-LOIRE,PAYS-DE-LA-LOIRE,378050,2285181,2442Z,Métallurgie de l'aluminium,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
063.01035,CONSTELLIUM AVIATUBE,71203270500030,15 rue de la Grande Bretagne,44471,CARQUEFOU,LOIRE-ATLANTIQUE,PAYS-DE-LA-LOIRE,310445,2262300,2442Z,Métallurgie de l'aluminium,,
061.04583,COMPAGNIE ALPINE D'ALUMINIUM,42151177500023,74 avenue de la République,74960,CRAN-GEVRIER,HAUTE-SAVOIE,RHONE-ALPES,892600,2107820,2442Z,Métallurgie de l'aluminium,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
061.04466,ALUMINIUM PECHINEY,96951094000089,"Rue Sainte Claire Deville
 BP 114",73303,SAINT-JEAN-DE-MAURIENNE,SAVOIE,RHONE-ALPES,914499,2038600,2442Z,Métallurgie de l'aluminium,2.(e).(i),"destinées à la production de métaux bruts non ferreux à partir de minerais, de concentrés ou de matières premières secondaires par procédés métallurgiques, chimiques ou électrolytiques"
058.00800,Benteler Aluminium Systems France,39920314000013,"Parc industriel d'Incarville
 Voie de l'Ouvrage",27100,VAL-DE-REUIL,EURE,HAUTE-NORMANDIE,517875,2475111,2442Z,Métallurgie de l'aluminium,,
070.00749,REFINAL Industries,66201099000064,2 rue de Lille,59320,SEQUEDIN,NORD,NORD-PAS-DE-CALAIS,645864,2624934,2442Z,Métallurgie de l'aluminium,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
067.00723,ALOXAN SA,30447549400015,"1, Rue de l'Industrie",67660,BETSCHDORF,BAS-RHIN,ALSACE,1007912,2447862,2442Z,Métallurgie de l'aluminium,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
064.00243,Sapa Profilés Puget,31275797400018,Zi Camp dessert Nord,83488,PUGET-SUR-ARGENS,VAR,PROVENCE-ALPES-COTE-D'AZUR,952243,1837875,2442Z,Métallurgie de l'aluminium,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
070.00471,flandria ALUMINIUM,38042420000018,40 route de Deulémont,59560,WARNETON,NORD,NORD-PAS-DE-CALAIS,643612,2639475,2442Z,Métallurgie de l'aluminium,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
068.02176,usine de SABART,47981140800034,BP 29,09401,TARASCON-SUR-ARIEGE,ARIEGE,MIDI-PYRENEES,539659,1760538,2442Z,Métallurgie de l'aluminium,2.(e).(i),"destinées à la production de métaux bruts non ferreux à partir de minerais, de concentrés ou de matières premières secondaires par procédés métallurgiques, chimiques ou électrolytiques"
068.02175,PRAXAIR PHP S.A.S - Usine de Mercus,48762575800023,Usine de Mercus,09400,MERCUS-GARRABET,ARIEGE,MIDI-PYRENEES,542096,1764393,2442Z,Métallurgie de l'aluminium,,
066.01800,PROFILS SYSTEMES,34075776400055,"Parc d'activités Massane
 Rue Alfred Sauvy",34670,BAILLARGUES,HERAULT,LANGUEDOC-ROUSSILLON,735325,1852167,2442Z,Métallurgie de l'aluminium,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
057.01356,SOREMO,31128467300036,"ZONE INDUSTRIELLE DAME HUGUENOTTE
 RUE DES FRERES GARNIER",52000,CHAUMONT,HAUTE-MARNE,CHAMPAGNE-ARDENNES,808787,2349288,2442Z,Métallurgie de l'aluminium,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
052.02344,TOYAL EUROPE - Accous,32492746600023,Usine du Pont du Roy Route de Lescun,64490,ACCOUS,PYRENEES-ATLANTIQUES,AQUITAINE,359953,1778834,2442Z,Métallurgie de l'aluminium,4.(a).(i),"hydrocarbures simples (linéaires ou cycliques, saturés ou insaturés, aliphatiques ou aromatiques)"
061.13353,Aluminium Pechiney - LRF,96951094000501,,73302,SAINT-JEAN-DE-MAURIENNE,SAVOIE,RHONE-ALPES,914499,2038600,2442Z,Métallurgie de l'aluminium,,
063.03118,AFFINERIE D'ANJOU,37846964700010,Piqueron,49490,LINIERES-BOUTON,MAINE-ET-LOIRE,PAYS-DE-LA-LOIRE,429575,2275776,2442Z,Métallurgie de l'aluminium,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
065.09049,UMICORE BUILDING PRODUCTS FRANCE,34296500100015,"2, Grande Rue",95710,BRAY-ET-LU,VAL-D'OISE,ILE-DE-FRANCE,550700,2460300,2443Z,"Métallurgie du plomb, du zinc ou de l'étain",,
070.03839,UMICORE Building Products France,50937838600031,Rue Jean-Jacques Rousseau,59950,AUBY,NORD,NORD-PAS-DE-CALAIS,651756,2603130,2443Z,"Métallurgie du plomb, du zinc ou de l'étain",2.(c).(i),par laminage à chaud d'une capacité de 20 t d'acier brut par heure
070.00821,NYRSTAR France,49083728300020,Rue Jean-Jacques Rousseau,59950,AUBY,NORD,NORD-PAS-DE-CALAIS,651756,2603130,2443Z,"Métallurgie du plomb, du zinc ou de l'étain",2.(e).(i),"destinées à la production de métaux bruts non ferreux à partir de minerais, de concentrés ou de matières premières secondaires par procédés métallurgiques, chimiques ou électrolytiques"
108.00023,Industrie des Poudres Sphériques,52211794400010,"24A Rue de la Résistance
 BP438 CEDEX",74108,ANNEMASSE,HAUTE-SAVOIE,RHONE-ALPES,900600,2139900,2443Z,"Métallurgie du plomb, du zinc ou de l'étain",,
100.01646,STCM B1,64080189000024,ROUTE DE PHITIVIERS,45480,BAZOCHES-LES-GALLERANDES,LOIRET,CENTRE,578100,2351500,2443Z,"Métallurgie du plomb, du zinc ou de l'étain",2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
100.01645,STCM B2,64080189000024,Route d' Acquebouille,45480,BAZOCHES-LES-GALLERANDES,LOIRET,CENTRE,578100,2351500,2443Z,"Métallurgie du plomb, du zinc ou de l'étain",2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
068.02424,STCM TOULOUSE,64080189000040,30-32 Avenue Fondeyre,31200,TOULOUSE,HAUTE-GARONNE,MIDI-PYRENEES,528400,1844661,2443Z,"Métallurgie du plomb, du zinc ou de l'étain",2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
064.01524,D'HUART INDUSTRIE,38288332000014,RUE PIERRE DRAVET,13011,MARSEILLE,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,846880,1815839,2443Z,"Métallurgie du plomb, du zinc ou de l'étain",2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
057.01056,METALBLANC,54205269100038,48 rue Pasteur,08230,BOURG-FIDELE,ARDENNES,CHAMPAGNE-ARDENNES,758500,2545682,2443Z,"Métallurgie du plomb, du zinc ou de l'étain",2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
068.02476,UMICORE BUILDING PRODUCTS FRANCE,50937838600049,"Giratoire de Laubarède
 Z.A. du Bourg",12110,VIVIEZ,AVEYRON,MIDI-PYRENEES,590300,1951271,2443Z,"Métallurgie du plomb, du zinc ou de l'étain",2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
051.01171,LE PLOMB Français,39290706900018,Zone Industrielle Le Bois Chevalier,60190,ESTREES-SAINT-DENIS,OISE,PICARDIE,621879,2492255,2443Z,"Métallurgie du plomb, du zinc ou de l'étain",2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
051.00962,APSM,43309056000023,ZI de Brenouille CS 70322,60723,PONT-SAINTE-MAXENCE,OISE,PICARDIE,619455,2478178,2443Z,"Métallurgie du plomb, du zinc ou de l'étain",2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
070.00750,RECYTECH sa,38256805300021,43 route de Noyelles BP14,62740,FOUQUIERES-LES-LENS,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS,639815,2602927,2443Z,"Métallurgie du plomb, du zinc ou de l'étain",5.(a),Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
067.00787,"ALSAFIL, filiale de Nexans",38930828900039,21 Vieux Chemin de Bergheim,67600,SELESTAT,BAS-RHIN,ALSACE,979163,2374624,2444Z,Métallurgie du cuivre,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
061.03045,FSP-one,42250534700035,"31, rue Giffard",38232,PONT-DE-CHERUY,ISERE,RHONE-ALPES,821455,2087739,2444Z,Métallurgie du cuivre,,
051.00093,NEXANS FRANCE,42859323000082,48 rue Paulin Pecqueux,02110,BOHAIN-EN-VERMANDOIS,AISNE,PICARDIE,680311,2555063,2444Z,Métallurgie du cuivre,,
100.00756,ESVRES MATRICAGE,43003253200029,14 Route de Cormery,37320,ESVRES,INDRE-ET-LOIRE,CENTRE,482526,2255000,2444Z,Métallurgie du cuivre,,
070.02417,VANYWAEDE,32564539800018,Rue du Kromenouck,59180,CAPPELLE-LA-GRANDE,NORD,NORD-PAS-DE-CALAIS,601588,2667238,2444Z,Métallurgie du cuivre,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
051.00949,CLAL-FRANCE,40072351600029,11 rue du Ménillet,60540,BORNEL,OISE,PICARDIE,590759,2466600,2444Z,Métallurgie du cuivre,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
070.00535,NEXANS FRANCE Atelier Coulée,42859323000363,Boulevard du Marais BP 29,62334,LENS,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS,634678,2604079,2444Z,Métallurgie du cuivre,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
065.04939,CITH (circuits imprimés THIERRY),30255551100021,"ZI ""LA CROIX BLANCHE""
 15. rue du Petit Fief",91700,SAINTE-GENEVIEVE-DES-BOIS,ESSONNE,ILE-DE-FRANCE,599868,2405113,2444Z,Métallurgie du cuivre,,
053.02137,KME Brass France,41021764000052,usine de BOISTHOREL,61270,RAI,ORNE,BASSE-NORMANDIE,471011,2417888,2444Z,Métallurgie du cuivre,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
051.00869,POUDMET,52894566000025,Hameau de Senecourt - 26 rue du Moulin,60140,BAILLEVAL,OISE,PICARDIE,608707,2483270,2444Z,Métallurgie du cuivre,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
067.00640,KME France SAS Etablissement de Niederbruck,67201409900895,31 RUE JOSEPH VOGT,68290,NIEDERBRUCK,HAUT-RHIN,ALSACE,946900,2319599,2444Z,Métallurgie du cuivre,,
063.01894,M LEGO,37880782000022,RUE DU CUIVRE,72400,BOESSE-LE-SEC,SARTHE,PAYS-DE-LA-LOIRE,468100,2349800,2444Z,Métallurgie du cuivre,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
059.00244,KME FRANCE,67201409901000,ZI Les Miels,25870,DEVECEY,DOUBS,FRANCHE-COMTE,877489,2265060,2444Z,Métallurgie du cuivre,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
057.01583,AFICA,33678040800017,19 ROUTE de BAZANCOURT,51110,ISLES-SUR-SUIPPE,MARNE,CHAMPAGNE-ARDENNES,735426,2485723,2444Z,Métallurgie du cuivre,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
051.01594,KME France SAS,67201409900275,Rue Maurice Thorez - BP 3,60590,SERIFONTAINE,OISE,PICARDIE,559093,2483906,2444Z,Métallurgie du cuivre,,
057.01082,KME usine de Givet,67201409900507,"Hameau de Flohimont
 rue des Vieilles Forges",08600,FROMELENNES,ARDENNES,CHAMPAGNE-ARDENNES,780549,2572638,2444Z,Métallurgie du cuivre,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
063.01323,NGK BERYLCO France,71205341200037,Quai Emile Paraf,44220,COUERON,LOIRE-ATLANTIQUE,PAYS-DE-LA-LOIRE,292991,2254037,2444Z,Métallurgie du cuivre,,
