Identifiant,Nom_Etablissement,Numero_SIRET,Adresse,Code_Postal,Commune,Departement,Region,Coordonnees_X,Coordonnees_Y,Code_APE,Libelle_APE,code_eprtr,libelle_eprtr
061.03296,ZF BOUTHEON,41444255800022,4 Boulevard Pierre Desgranges,42166,ANDREZIEUX-BOUTHEON,LOIRE,RHONE-ALPES,750170,2060374,2445Z,Métallurgie des autres métaux non ferreux,,
061.03165,SNAM,31019914600021,Z I de Chesnes Tharabie 35 rue de la garenne,38297,SAINT-QUENTIN-FALLAVIER,ISERE,RHONE-ALPES,816334,2074100,2445Z,Métallurgie des autres métaux non ferreux,5.(a),Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
061.02995,CEZUS Jarrie,07150076300124,291 route de l'électro-chimie,38560,JARRIE,ISERE,RHONE-ALPES,868155,2015397,2445Z,Métallurgie des autres métaux non ferreux,2.(e).(i),"destinées à la production de métaux bruts non ferreux à partir de minerais, de concentrés ou de matières premières secondaires par procédés métallurgiques, chimiques ou électrolytiques"
057.01763,LE BRONZE INDUSTRIEL,57219612900132,Avenue du Général Leclerc,51600,SUIPPES,MARNE,CHAMPAGNE-ARDENNES,760333,2461371,2445Z,Métallurgie des autres métaux non ferreux,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
053.00699,Howmet,56210980100075,"ZAC des Grands Prés
 BP70062",14160,DIVES-SUR-MER,CALVADOS,BASSE-NORMANDIE,422431,2479163,2445Z,Métallurgie des autres métaux non ferreux,,
070.00895,DELACHAUX S.A. Division Métaux,56203657400084,"68, rue Jean Jaurès",59770,MARLY,NORD,NORD-PAS-DE-CALAIS,685987,2595774,2445Z,Métallurgie des autres métaux non ferreux,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
061.02962,Eurotungstene,32553897300034,"9 rue Andre Sibellas
 BP 152X",38042,GRENOBLE,ISERE,RHONE-ALPES,866800,2026300,2445Z,Métallurgie des autres métaux non ferreux,,
063.01446,CEZUS Paimboeuf,07150076300132,Route de Nantes BP 30-21,44560,PAIMBOEUF,LOIRE-ATLANTIQUE,PAYS-DE-LA-LOIRE,269433,2263022,2445Z,Métallurgie des autres métaux non ferreux,5.(a),Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
063.01354,CEZUS Montreuil-Juigné,07150076300041,"31, rue Albert Camus BP 10-013 cedex",49245,AVRILLE,MAINE-ET-LOIRE,PAYS-DE-LA-LOIRE,379600,2282700,2445Z,Métallurgie des autres métaux non ferreux,,
061.04504,CEZUS,07150076300108,"60, avenue Paul GIROD",73400,UGINE,SAVOIE,RHONE-ALPES,916945,2091464,2445Z,Métallurgie des autres métaux non ferreux,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
061.02955,SANDVIK SAS,34886259000026,54 AVENUE RHIN ET DANUBE,38041,GRENOBLE,ISERE,RHONE-ALPES,866800,2026300,2445Z,Métallurgie des autres métaux non ferreux,2.(e).(i),"destinées à la production de métaux bruts non ferreux à partir de minerais, de concentrés ou de matières premières secondaires par procédés métallurgiques, chimiques ou électrolytiques"
058.00449,CEZUS,07150076300090,ZI du moulin à Papier,27250,RUGLES,EURE,HAUTE-NORMANDIE,480352,2426036,2445Z,Métallurgie des autres métaux non ferreux,,
068.02477,S.N.A.M.,31019914600047,Avenue Jean Jaurès,12110,VIVIEZ,AVEYRON,MIDI-PYRENEES,590300,1951271,2445Z,Métallurgie des autres métaux non ferreux,5.(a),Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
057.02707,LE BRONZE INDUSTRIEL,57219612900124,ZI de la Voie de Châlons,51600,SUIPPES,MARNE,CHAMPAGNE-ARDENNES,760333,2461371,2445Z,Métallurgie des autres métaux non ferreux,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
058.00350,ERAMET établissement du Havre Sandouville,63204538100035,"Zone industrielle du Havre
 N°5059",76430,SANDOUVILLE,SEINE-MARITIME,HAUTE-NORMANDIE,453442,2501866,2445Z,Métallurgie des autres métaux non ferreux,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
061.04499,TIMET SAVOIE,40857908400026,62 avenue Paul Girod,73400,UGINE,SAVOIE,RHONE-ALPES,916945,2091464,2445Z,Métallurgie des autres métaux non ferreux,2.(e).(i),"destinées à la production de métaux bruts non ferreux à partir de minerais, de concentrés ou de matières premières secondaires par procédés métallurgiques, chimiques ou électrolytiques"
103.00128,SANDVIK HARD MATERIALS SAS,34886259000018,"625, route de la gare",26210,EPINOUZE,DROME,RHONE-ALPES,803436,2037652,2445Z,Métallurgie des autres métaux non ferreux,2.(e).(i),"destinées à la production de métaux bruts non ferreux à partir de minerais, de concentrés ou de matières premières secondaires par procédés métallurgiques, chimiques ou électrolytiques"
061.04702,CIME BOCUZE,38396689200036,"446 avenue des Digues
 BP 301",74807,SAINT-PIERRE-EN-FAUCIGNY,HAUTE-SAVOIE,RHONE-ALPES,912220,2125651,2445Z,Métallurgie des autres métaux non ferreux,,
061.02651,AREVA NC Tricastin - INB 155,30520716900056,BP 16,26701,PIERRELATTE,DROME,RHONE-ALPES,788099,1933400,2446Z,élaboration et transformation de matières nucléaires,4.(b).(i),"gaz, tels que ammoniac, chlore ou chlorure d'hydrogène, fluor ou fluorure d'hydrogène, oxydes de carbone, composés sulfuriques, oxydes d'azote, hydrogène, dioxyde de soufre, dichlorure de carbonyle"
053.05747,Etablissement de LA HAGUE,30520716900106,Usine de LA HAGUE,50444,BEAUMONT-HAGUE,MANCHE,BASSE-NORMANDIE,298611,2526537,2446Z,élaboration et transformation de matières nucléaires,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
106.00720,FONDERIE VENISSIEUX SAS,47756653300022,Avenue Pierre COT,69200,VENISSIEUX,RHONE,RHONE-ALPES,797826,2081633,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
072.01394,LEROY-SOMER Fonderie,33856725800052,ZI de Rabion,16015,ANGOULEME,CHARENTE,POITOU-CHARENTES,430476,2074357,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
072.01158,FONDERIE DU POITOU FONTE,43515105500025,"ZI de Saint Ustre
 CS 60042",86220,INGRANDES,VIENNE,POITOU-CHARENTES,464963,2209974,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
065.03834,LORY FONDERIES,40522384300013,Z.I. Route de Brières Les Scéllés,91150,ETAMPES,ESSONNE,ILE-DE-FRANCE,587211,2382091,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
063.01479,AUTO-CAST INDUSTRY,51316659500019,ZA des Dahinières,53810,CHANGE,MAYENNE,PAYS-DE-LA-LOIRE,367100,2349100,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
063.01274,FOCAST ATLANTIC,34490654000028,Rue Amand Franco,44110,CHATEAUBRIANT,LOIRE-ATLANTIQUE,PAYS-DE-LA-LOIRE,321092,2308689,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
061.02805,FONDERIE GIROUD INDUSTRIE SAS,48129570700014,RN 90 BP39,38530,BARRAUX,ISERE,RHONE-ALPES,884811,2054763,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
057.01132,LA FONTE ARDENNAISE - unité FA 5,78582050700065,11 rue Joliot Curie,08440,VIVIER-AU-COURT,ARDENNES,CHAMPAGNE-ARDENNES,779600,2529500,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
057.01128,PCA Peugeot Citroën Automobiles,54206547900264,ZI des Ayvelles,08001,CHARLEVILLE-MEZIERES,ARDENNES,CHAMPAGNE-ARDENNES,771800,2532000,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
070.04422,FONDERIE DE MARLY,57880014600016,"79, rue de la Gare",59770,MARLY,NORD,NORD-PAS-DE-CALAIS,685987,2595774,2451Z,Fonderie de fonte,,
070.00873,fonderie PHILIPPE,30194209000210,ZI de l'Alouette - 1 rue Blaise Pascal,62800,LIEVIN,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS,630782,2602867,2451Z,Fonderie de fonte,2.(b),"Installations pour la production de fonte ou d'acier (de première ou de seconde fusion), notamment en coulée continue d'une capacité de 2,5 tonnes par heure"
068.02945,FONDERIES DECHAUMONT,70080299400025,ZI DE JOFRERY,31605,MURET,HAUTE-GARONNE,MIDI-PYRENEES,517900,1829300,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
063.00995,FONDERIE BOUHYER,85880214300025,LE CHÂTEAU ROUGE,44150,ANCENIS,LOIRE-ATLANTIQUE,PAYS-DE-LA-LOIRE,334574,2269708,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
062.04821,Société Nouvelle Fonderies et Ateliers Salin,41936943400016,rue du Fourneau,55500,DAMMARIE-SUR-SAULX,MEUSE,LORRAINE,814111,2403274,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
062.00539,SAINT GOBAIN PAM (usine et fonderie),75580210500014,Avenue Camille Cavallier BP 129,54705,PONT-A-MOUSSON,MEURTHE-ET-MOSELLE,LORRAINE,872257,2439988,2451Z,Fonderie de fonte,2.(b),"Installations pour la production de fonte ou d'acier (de première ou de seconde fusion), notamment en coulée continue d'une capacité de 2,5 tonnes par heure"
062.00199,SAINT-GOBAIN PAM - Usine de FOUG,75580210500246,Avenue des Fonderies BP 1,54570,FOUG,MEURTHE-ET-MOSELLE,LORRAINE,854263,2415206,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
062.00045,USINE DE PONT.A.MOUSSON SERVICE AGGLOMERATION,75580210501020,Avenue Charles Roth BP 29,54940,BELLEVILLE,MEURTHE-ET-MOSELLE,LORRAINE,876256,2430875,2451Z,Fonderie de fonte,2.(a),"Installations de grillage ou de frittage de minerai métallique, y compris de minerai sulfuré"
057.01289,GHM,33931171400036,Rue Antoine Durenne,52220,SOMMEVOIRE,HAUTE-MARNE,CHAMPAGNE-ARDENNES,785386,2382012,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
057.01133,LA FONTE ARDENNAISE - UNITE FA1,78582050700016,"22, rue Joliot Curie BP 25",08440,VIVIER-AU-COURT,ARDENNES,CHAMPAGNE-ARDENNES,779600,2529500,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
056.00041,PSA PEUGEOT-CITROËN SITE DE SEPT-FONS,54206547900165,"Lieu-dit ""Sept Fons""",03290,DOMPIERRE-SUR-BESBRE,ALLIER,AUVERGNE,703199,2169925,2451Z,Fonderie de fonte,2.(b),"Installations pour la production de fonte ou d'acier (de première ou de seconde fusion), notamment en coulée continue d'une capacité de 2,5 tonnes par heure"
072.01159,FONDERIE DU POITOU FONTE (DECHARGE DE OYRE),43515105500025,Lieu dit les pargelets,86220,OYRE,VIENNE,POITOU-CHARENTES,469792,2209518,2451Z,Fonderie de fonte,5.(d),"Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes"
063.01822,Société Nouvelle GRANDRY,50028307200022,4 Bd de la Primaudière,72300,SABLE-SUR-SARTHE,SARTHE,PAYS-DE-LA-LOIRE,400791,2318886,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
063.01548,FONDERIE VRIGNAUD,54725024100015,124 RUE DU MOULIN DES ORANGES,85170,LE POIRE-SUR-VIE,VENDEE,PAYS-DE-LA-LOIRE,306393,2203711,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
062.02415,PTP INDUSTRY,54211055600025,La Belle Orge,88110,RAON-L'ETAPE,VOSGES,LORRAINE,933600,2388199,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
057.01096,"LA FONTE ARDENNAISE, unité FA4",78582050700040,RD 8051,08170,HAYBES,ARDENNES,CHAMPAGNE-ARDENNES,770025,2559612,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
055.01651,FDB,51527504800012,"Rue Daniel Trudaine
 Zone Industrielle de Kerpont",56850,CAUDAN,MORBIHAN,BRETAGNE,175100,2327699,2451Z,Fonderie de fonte,2.(b),"Installations pour la production de fonte ou d'acier (de première ou de seconde fusion), notamment en coulée continue d'une capacité de 2,5 tonnes par heure"
072.04029,New Die Casting Foundry (NDC FOUNDRY),48965920100011,ZI du Canal des S¿urs,17300,ROCHEFORT,CHARENTE-MARITIME,POITOU-CHARENTES,344026,2109915,2451Z,Fonderie de fonte,2.(e).(ii),"destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux"
067.01853,FONDERIE DE NIEDERBRONN,49902616900015,"lieu dit ""GROSSMATT"" Z.I. du SANDHOLZ rattaché Fonderie de NIEDERBRONN",67110,NIEDERBRONN-LES-BAINS,BAS-RHIN,ALSACE,988986,2452189,2451Z,Fonderie de fonte,,
063.03720,FOCAST décharge,74993553200012,,44110,CHATEAUBRIANT,LOIRE-ATLANTIQUE,PAYS-DE-LA-LOIRE,321092,2308689,2451Z,Fonderie de fonte,,
063.03129,AFC,30647367900018,,44460,AVESSAC,LOIRE-ATLANTIQUE,PAYS-DE-LA-LOIRE,275156,2303837,2451Z,Fonderie de fonte,,
063.00987,FMGC,86680121000026,ZI Hochepie,44110,SOUDAN,LOIRE-ATLANTIQUE,PAYS-DE-LA-LOIRE,326911,2310600,2451Z,Fonderie de fonte,2.(b),"Installations pour la production de fonte ou d'acier (de première ou de seconde fusion), notamment en coulée continue d'une capacité de 2,5 tonnes par heure"
057.01131,D2i (DUPIRE INVICTA INDUSTRIE),78552018000015,57 rue des Manises,08440,VIVIER-AU-COURT,ARDENNES,CHAMPAGNE-ARDENNES,779600,2529500,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
051.00663,Société Industrielle des Fontes,58578170100016,"Chemin Clastrois
 BP 295",02100,SAINT-QUENTIN,AISNE,PICARDIE,667957,2539585,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
072.02984,SOCIETE ANONYME FONDERIE ET MECANIQUE (SAFEM),31786689500012,ZI 3,16340,ANGOULEME,CHARENTE,POITOU-CHARENTES,430476,2074357,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
067.04365,Fonderie Schlumberger,42162207700038,"3, rue du 17 novembre",68502,GUEBWILLER,HAUT-RHIN,ALSACE,964809,2334473,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
057.02454,Focast,49426089600019,Chemin du Closot,52100,SAINT-DIZIER,HAUTE-MARNE,CHAMPAGNE-ARDENNES,792171,2407551,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
055.01935,FDB,51527504800012,Kerihuel,56240,CALAN,MORBIHAN,BRETAGNE,177000,2334699,2451Z,Fonderie de fonte,5.(c),Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
055.01485,AFC,30647367900018,38 rue de Vannes BP 70 332,35603,REDON,ILLE-ET-VILAINE,BRETAGNE,268076,2304611,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
057.01238,Fonderies de Brouseval et Montreuil,51578039300010,rue des fonderies,52130,BROUSSEVAL,HAUTE-MARNE,CHAMPAGNE-ARDENNES,794400,2391400,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
057.01253,Usine de BAYARD,75580210500279,Usine de Bayard,52170,BAYARD-SUR-MARNE,HAUTE-MARNE,CHAMPAGNE-ARDENNES,801974,2398012,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
057.01281,Fonderies de St Dizier,51728018600019,38 rue Waldeck Rousseau,52115,SAINT-DIZIER,HAUTE-MARNE,CHAMPAGNE-ARDENNES,792171,2407551,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
057.01290,FERRY-CAPITAIN,51678009500019,Usine de Bussy,52300,VECQUEVILLE,HAUTE-MARNE,CHAMPAGNE-ARDENNES,807449,2388056,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
057.01293,FONDERIE GHM,42870465400014,"140, rue Mauljean",52130,WASSY,HAUTE-MARNE,CHAMPAGNE-ARDENNES,793049,2392093,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
067.00457,Fonderie de Niederbronn,49902616900015,21 route de Bitche,67110,NIEDERBRONN-LES-BAINS,BAS-RHIN,ALSACE,988986,2452189,2451Z,Fonderie de fonte,2.(d),Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
